,Unnamed: 0,Countyname,ST_Name,FIPS,ST_ID,dt,Confirmed,Deaths,Population,IncidenceRate,NewCases
1276441,1383002,Dallas,Texas,48113,48,2021-03-10,285332,3613,2635516,10826.42,397.0
1276442,1386344,Dallas,Texas,48113,48,2021-03-11,285683,3631,2635516,10839.74,351.0
1276443,1389686,Dallas,Texas,48113,48,2021-03-12,286084,3655,2635516,10854.95,401.0
1276444,1393028,Dallas,Texas,48113,48,2021-03-13,286351,3672,2635516,10865.08,267.0
1276445,1396370,Dallas,Texas,48113,48,2021-03-14,286351,3678,2635516,10865.08,0.0
1276446,1399712,Dallas,Texas,48113,48,2021-03-15,286925,3688,2635516,10886.86,574.0
1276447,1403054,Dallas,Texas,48113,48,2021-03-16,287236,3701,2635516,10898.66,311.0
1276448,1406396,Dallas,Texas,48113,48,2021-03-17,287451,3713,2635516,10906.82,215.0
1276449,1409738,Dallas,Texas,48113,48,2021-03-18,287641,3728,2635516,10914.03,190.0
1276450,1413080,Dallas,Texas,48113,48,2021-03-19,287989,3751,2635516,10927.23,348.0
1276451,1416422,Dallas,Texas,48113,48,2021-03-20,288216,3757,2635516,10935.85,227.0
1276452,1419764,Dallas,Texas,48113,48,2021-03-21,288216,3763,2635516,10935.85,0.0
1276453,1423106,Dallas,Texas,48113,48,2021-03-22,288700,3776,2635516,10954.21,484.0
1276454,1426448,Dallas,Texas,48113,48,2021-03-23,288928,3783,2635516,10962.86,228.0
1276455,1429790,Dallas,Texas,48113,48,2021-03-24,289198,3793,2635516,10973.11,270.0
1276456,1433132,Dallas,Texas,48113,48,2021-03-25,289494,3804,2635516,10984.34,296.0
1276457,1436474,Dallas,Texas,48113,48,2021-03-26,290796,3821,2635516,11033.74,1302.0
1276458,1439816,Dallas,Texas,48113,48,2021-03-27,290796,3826,2635516,11033.74,0.0
1276459,1443158,Dallas,Texas,48113,48,2021-03-28,291108,3836,2635516,11045.58,312.0
1276460,1446500,Dallas,Texas,48113,48,2021-03-29,291108,3838,2635516,11045.58,0.0
1276461,1449842,Dallas,Texas,48113,48,2021-03-30,290898,3849,2635516,11037.61,-210.0
1276462,1453184,Dallas,Texas,48113,48,2021-03-31,291262,3849,2635516,11051.42,364.0
1276463,1456526,Dallas,Texas,48113,48,2021-04-01,291589,3869,2635516,11063.83,327.0
1276464,1459868,Dallas,Texas,48113,48,2021-04-02,291859,3881,2635516,11074.07,270.0
1276465,1463210,Dallas,Texas,48113,48,2021-04-03,292153,3885,2635516,11085.23,294.0
1276466,1466552,Dallas,Texas,48113,48,2021-04-04,292153,3886,2635516,11085.23,0.0
1276467,1469894,Dallas,Texas,48113,48,2021-04-05,292364,3886,2635516,11093.24,211.0
1276468,1473236,Dallas,Texas,48113,48,2021-04-06,292743,3894,2635516,11107.62,379.0
1276469,1476578,Dallas,Texas,48113,48,2021-04-07,293121,3896,2635516,11121.96,378.0
1276470,1479920,Dallas,Texas,48113,48,2021-04-08,293150,3899,2635516,11123.06,29.0
1276471,1483262,Dallas,Texas,48113,48,2021-04-09,293659,3908,2635516,11142.37,509.0
1276472,1486604,Dallas,Texas,48113,48,2021-04-10,293934,3911,2635516,11152.81,275.0
1276473,1489946,Dallas,Texas,48113,48,2021-04-11,293934,3914,2635516,11152.81,0.0
1276474,1493288,Dallas,Texas,48113,48,2021-04-12,293934,3914,2635516,11152.81,0.0
1276475,1496630,Dallas,Texas,48113,48,2021-04-13,294612,3914,2635516,11178.53,678.0
1276476,1499972,Dallas,Texas,48113,48,2021-04-14,294897,3919,2635516,11189.35,285.0
1276477,1503314,Dallas,Texas,48113,48,2021-04-15,295099,3922,2635516,11197.01,202.0
1276478,1506656,Dallas,Texas,48113,48,2021-04-16,295251,3926,2635516,11202.78,152.0
1276479,1509998,Dallas,Texas,48113,48,2021-04-17,295543,3933,2635516,11213.86,292.0
1276480,1513340,Dallas,Texas,48113,48,2021-04-18,295543,3937,2635516,11213.86,0.0
1276481,1516682,Dallas,Texas,48113,48,2021-04-19,295543,3940,2635516,11213.86,0.0
1276482,1520024,Dallas,Texas,48113,48,2021-04-20,296327,3946,2635516,11243.6,784.0
1276483,1523366,Dallas,Texas,48113,48,2021-04-21,296606,3951,2635516,11254.19,279.0
1276484,1526708,Dallas,Texas,48113,48,2021-04-22,296790,3951,2635516,11261.17,184.0
1276485,1530050,Dallas,Texas,48113,48,2021-04-23,297012,3953,2635516,11269.6,222.0
1276486,1533392,Dallas,Texas,48113,48,2021-04-24,297315,3956,2635516,11281.09,303.0
1276487,1536734,Dallas,Texas,48113,48,2021-04-25,297315,3956,2635516,11281.09,0.0
1276488,1540076,Dallas,Texas,48113,48,2021-04-26,297637,3958,2635516,11293.31,322.0
1276489,1543418,Dallas,Texas,48113,48,2021-04-27,297812,3965,2635516,11299.95,175.0
1276490,1546760,Dallas,Texas,48113,48,2021-04-28,298162,3969,2635516,11313.23,350.0
